index:ID,name,:LABEL
300001,因幡洋,character
300002,荻野邦治,character
300003,野崎圭,character
300004,首领 瓦伦提诺,character
300005,洛伦凑,character
300006,荻野若叶,character
300007,佐佐木优太,character
300008,卡布莉艾拉,character
300009,绪方柚树,character
300010,樱木雏子,character
300011,柊真雪,character
300012,黑柳琉璃子,character
300013,中岛由爱,character
300014,夏川久依奈,character
300015,荻野千秋,character
300016,观束总二,character
300017,红马尾,character
300018,津边爱香／蓝马尾,character
300019,神堂慧理那／黄马尾,character
300020,朵艾儿,character
300021,观束未春,character
300022,樱川尊,character
300023,依丝娜／黑马尾,character
300024,音无结弦,character
300025,仲村由理,character
300026,立华奏,character
300027,直井文人,character
300028,日向秀树,character
300029,由依,character
300030,游佐,character
300031,音无初音,character
300032,藤卷,character
300033,绿谷出久,character
300034,欧尔麦特,character
300035,爆豪胜己,character
300036,丽日御茶子,character
300037,饭田天哉,character
300038,小泉同学,character
300039,大泽悠,character
300040,中村美沙,character
300041,高桥润,character
300042,卫宫士郎,character
300043,Saber,character
300044,远坂凛,character
300045,间桐樱,character
300046,大庭叶藏,character
300047,老师,character
300048,小姐,character
300049,K,character
300050,彰子,character
300051,恒子,character
300052,寡妇,character
300053,桐山零,character
300054,川本明,character
300055,川本日向,character
300056,川本桃,character
300057,二海堂晴信,character
300058,幸田香子,character
300059,高桥勇介,character
300060,岛田开,character
300061,三角龙雪,character
300062,远野志贵,character
300063,爱尔奎特·布伦史坦德,character
300064,希耶尔,character
300065,远野秋叶,character
300066,琥珀,character
300067,翡翠,character
300068,露,character
300069,足元海,character
300070,海老名游步,character
300071,国夫,character
300072,利姆露·特恩佩斯特,character
300073,大贤者,character
300074,维鲁德拉·特恩佩斯特,character
300075,井沢静江,character
300076,红丸,character
300077,朱菜,character
300078,紫苑,character
300079,苍影,character
300080,白老,character
300081,三上悟,character
300082,希兹,character
300083,利古鲁德,character
300084,利古鲁,character
300085,哥布塔,character
300086,凯金,character
300087,托蕾妮,character
300088,艾莲,character
300089,卡巴尔,character
300090,米莉姆,character
300091,鹫尾健,character
300092,南城二,character
300093,铠武士,character
300094,东铁也,character
300095,界堂笑,character
300096,拉贾·汗,character
300097,达米安·格雷,character
300098,贝儿·琳,character
300099,Z,character
300100,范马刃牙,character
300101,范马勇次郎,character
300102,愚地独步,character
300103,涩川刚气,character
300104,烈海王,character
300105,花山薰,character
300106,多利安,character
300107,铎尔,character
300108,西科尔斯基,character
300109,斯别克,character
300110,柳龙光,character
300111,德川光成,character
300112,愚地克巳,character
300113,松本梢江,character
300114,猪狩完至,character
300115,柴千春,character
300116,园田盛男,character
300117,片平恒夫,character
300118,加藤清澄,character
300119,末堂厚,character
300120,比斯凯特·奥利瓦,character
300121,杰克．范马,character
300122,旁白,character
300123,水柿司,character
300124,艾拉,character
300125,绢岛满,character
300126,扎克,character
300127,桑乃实香月,character
300128,康斯坦斯,character
300129,缥康隆,character
300130,雪莉,character
300131,海松艾露,character
300132,山野边孝雄,character
300133,谷风长道,character
300134,白羽衣紬,character
300135,科户濑伊佐奈,character
300136,岐神海苔夫,character
300137,岐神海蕴,character
300138,绿川缬,character
300139,仄姊妹,character
300140,小林舰长,character
300141,势威一郎,character
300142,无名,character
300143,仔太郎,character
300144,罗狼,character
300145,白鸾,character
300146,风午,character
300147,祥庵,character
300148,虎杖将蓝,character
300149,戌重郎太,character
300150,萩姬,character
300151,风早翔太,character
300152,黒沼爽子,character
300153,荒井 一市,character
300154,真田龙,character
300155,胡桃泽梅,character
300156,吉田千鶴,character
300157,矢野あやね,character
300158,红细胞,character
300159,白细胞（中性粒细胞）,character
300160,杀伤性T细胞,character
300161,巨噬细胞,character
300162,血小板,character
300163,辅助性T细胞,character
300164,调节性T细胞,character
300165,树突状细胞,character
300166,嗜酸性粒细胞,character
300167,记忆细胞,character
300168,肥大细胞,character
300169,前辈红血球,character
300170,肺炎球菌,character
300171,萌田薰子,character
300172,恋冢小梦,character
300173,胜木翼,character
300174,色川琉姬,character
300175,花园莉莉香,character
300176,编泽麻友,character
300177,虹野美晴,character
300178,怖浦铃,character
300179,贵月一花,character
300180,雾岛海人,character
300181,谷川柑菜,character
300182,石垣哲郎,character
300183,北原美樱,character
300184,山乃柠檬,character
300185,贵月笑歌,character
300186,有泽千春,character
300187,従業員,character
300188,乌丸千岁,character
300189,苑生百花,character
300190,柴崎万叶,character
300191,久我山八重,character
300192,片仓京,character
300193,九头P,character
300194,乌丸悟净,character
300195,十和田AP,character
300196,难波社长,character
300197,式岛律,character
300198,μ,character
300199,佐竹笙悟,character
300200,峯沢维弦,character
300201,巴鼓太郎,character
300202,柏叶琴乃,character
